description,timestamp,cleaned_description
Senator Rob Portman isn't the only one concerned with what the Obama administration gave away to secure the Iran deal. Get the full story online now.,2018-06-06 22:49:41,Senator Rob Portman isnt the only one concerned with what the Obama administration gave away to secure the Iran deal Get the full story online now
"The Obama administration secretly helped Iran skirt financial sanctions. Read the full story, now online.",2018-06-06 17:10:49,The Obama administration secretly helped Iran skirt financial sanctions Read the full story now online
"The obstruction is indeed historic, so the Kentucky Republican decided historic consequences were in order. Get the full story, online now!",2018-06-06 00:18:17,The obstruction is indeed historic so the Kentucky Republican decided historic consequences were in order Get the full story online now
"Today, the Supreme Court ruled in favor of ‘Masterpiece Cakeshop’ and in favor of religious liberty. Read David French’s latest on the importance of this ruling, now online.",2018-06-05 00:28:42,Today the Supreme Court ruled in favor of Masterpiece Cakeshop and in favor of religious liberty Read David Frenchs latest on the importance of this ruling now online
"It’s time to acknowledge that LeBron James is now the best basketball player who ever lived. David French’s ‘Yes, LeBron James Is The GOAT’ is now linked in our bio!",2018-06-01 00:20:11,Its time to acknowledge that LeBron James is now the best basketball player who ever lived David Frenchs Yes LeBron James Is The GOAT is now linked in our bio
"ABC had every right to dump her, and political correctness was not involved. Kat Timpf’s ‘Roseanne’s Firing Is Not a Free-Speech Issue’ is now onlineZ",2018-05-31 00:33:25,ABC had every right to dump her and political correctness was not involved Kat Timpfs Roseannes Firing Is Not a FreeSpeech Issue is now onlineZ
Read our Editorial on why the North Korean Summit should stay cancelled.,2018-05-25 00:19:44,Read our Editorial on why the North Korean Summit should stay cancelled
The Trump-Russia investigation did not originate with Carter Page or George Papadopoulos. It originated with the Obama administration. Read Andrew C. McCarthy’s breakdown is now online.,2018-05-24 00:21:00,The TrumpRussia investigation did not originate with Carter Page or George Papadopoulos It originated with the Obama administration Read Andrew C McCarthys breakdown is now online
There’s room for a Christian counter-offensive in secular culture. David French’s ‘Jordan Peterson Plays in the Left’s Cultural Sandbox’ is now online.,2018-05-21 23:57:18,Theres room for a Christian counteroffensive in secular culture David Frenchs Jordan Peterson Plays in the Lefts Cultural Sandbox is now online
Gina Haspel Confirmed to Lead the CIA.,2018-05-18 00:10:38,Gina Haspel Confirmed to Lead the CIA
"In the contest with China, geopolitics and geo-economics must be one. Michael Lind’s ‘Cold War II’ is now online.",2018-05-17 00:05:08,In the contest with China geopolitics and geoeconomics must be one Michael Linds Cold War II is now online
Kevin Williamson has some advice for men who self-identify as Incels (involuntary celibates).,2018-05-15 00:25:13,Kevin Williamson has some advice for men who selfidentify as Incels involuntary celibates
